index,Unnamed: 0,FileName,age,SPLIT
3763,5373,35_1_1_20170116165647705.jpg.chip.jpg,14,TRAIN
6786,9724,21_0_1_20170113133118839.jpg.chip.jpg,0,TRAIN
11754,16897,34_0_3_20170119175427012.jpg.chip.jpg,13,TRAIN
5526,7923,28_1_2_20170116190129400.jpg.chip.jpg,7,TRAIN
7755,11126,27_1_1_20170117005946474.jpg.chip.jpg,6,TRAIN
5565,7978,35_0_1_20170109001203061.jpg.chip.jpg,14,TRAIN
1780,2557,29_0_0_20170105164610203.jpg.chip.jpg,8,TRAIN
12657,18201,26_0_1_20170116185229362.jpg.chip.jpg,5,TRAIN
11143,16007,26_1_2_20170116184132900.jpg.chip.jpg,5,TRAIN
6045,8672,26_0_2_20170116175845872.jpg.chip.jpg,5,TRAIN
9875,14179,45_0_0_20170117185108392.jpg.chip.jpg,24,TRAIN
8961,12861,30_1_2_20170116164657011.jpg.chip.jpg,9,TRAIN
1933,2783,49_1_3_20170109132711133.jpg.chip.jpg,28,TRAIN
3840,5495,43_0_3_20170119204554406.jpg.chip.jpg,22,TRAIN
6083,8726,26_0_3_20170119175419890.jpg.chip.jpg,5,TRAIN
88,123,28_1_1_20170112213628607.jpg.chip.jpg,7,TRAIN
4483,6409,57_0_3_20170119201739436.jpg.chip.jpg,36,TRAIN
10545,15148,27_1_1_20170114031455929.jpg.chip.jpg,6,TRAIN
8404,12057,35_0_0_20170109002832784.jpg.chip.jpg,14,TRAIN
2084,3006,40_0_0_20170117182908711.jpg.chip.jpg,19,TRAIN
60,80,59_0_0_20170111203940975.jpg.chip.jpg,38,TRAIN
5419,7765,44_0_3_20170119195216221.jpg.chip.jpg,23,TRAIN
7728,11089,37_1_1_20170116160528038.jpg.chip.jpg,16,TRAIN
8038,11534,26_1_1_20170113012239224.jpg.chip.jpg,5,TRAIN
8788,12609,24_1_1_20170112204648604.jpg.chip.jpg,3,TRAIN
12244,17613,31_0_3_20170119160307619.jpg.chip.jpg,10,TRAIN
3720,5307,50_0_4_20170117203102320.jpg.chip.jpg,29,TRAIN
450,643,37_1_3_20170109132551978.jpg.chip.jpg,16,TRAIN
6872,9857,56_1_0_20170110152839709.jpg.chip.jpg,35,TRAIN
10542,15143,38_0_0_20170117191429314.jpg.chip.jpg,17,TRAIN
12417,17853,22_1_3_20170119163324557.jpg.chip.jpg,1,TRAIN
10091,14496,41_1_0_20170109010103671.jpg.chip.jpg,20,TRAIN
1975,2843,50_1_0_20170117160743553.jpg.chip.jpg,29,TRAIN
11609,16685,28_0_1_20170117202336846.jpg.chip.jpg,7,TRAIN
5006,7185,48_0_0_20170117174428789.jpg.chip.jpg,27,TRAIN
2957,4214,51_0_3_20170104212203317.jpg.chip.jpg,30,TRAIN
2959,4217,39_1_1_20170113012730059.jpg.chip.jpg,18,TRAIN
11931,17139,36_1_3_20170117183338262.jpg.chip.jpg,15,TRAIN
1543,2217,34_1_1_20170116233657414.jpg.chip.jpg,13,TRAIN
7128,10229,53_0_0_20170111201139891.jpg.chip.jpg,32,TRAIN
7061,10139,59_0_0_20170104185548054.jpg.chip.jpg,38,TRAIN
5141,7352,46_0_1_20170116011011516.jpg.chip.jpg,25,TRAIN
9872,14175,51_0_1_20170117141120750.jpg.chip.jpg,30,TRAIN
2200,3165,42_0_1_20170116194444692.jpg.chip.jpg,21,TRAIN
4410,6314,30_0_3_20170119153044871.jpg.chip.jpg,9,TRAIN
4416,6320,24_1_2_20170116174531148.jpg.chip.jpg,3,TRAIN
8934,12818,41_0_3_20170119175402515.jpg.chip.jpg,20,TRAIN
9645,13853,26_1_0_20170116153830684.jpg.chip.jpg,5,TRAIN
7667,11000,40_0_0_20170117152411165.jpg.chip.jpg,19,TRAIN
7958,11425,30_0_0_20170117144411849.jpg.chip.jpg,9,TRAIN
5670,8130,27_1_0_20170116205640528.jpg.chip.jpg,6,TRAIN
3180,4525,21_1_2_20170116171706610.jpg.chip.jpg,0,TRAIN
11304,16234,27_0_1_20170117183610688.jpg.chip.jpg,6,TRAIN
8985,12896,24_1_1_20170116022047558.jpg.chip.jpg,3,TRAIN
4950,7098,26_1_2_20170116182615565.jpg.chip.jpg,5,TRAIN
12375,17798,59_1_0_20170110180108013.jpg.chip.jpg,38,TRAIN
6520,9337,22_1_0_20170113182819149.jpg.chip.jpg,1,TRAIN
9868,14170,36_0_4_20170117203502182.jpg.chip.jpg,15,TRAIN
3784,5405,60_0_0_20170104212943692.jpg.chip.jpg,39,TRAIN
10650,15292,52_0_0_20170120222918436.jpg.chip.jpg,31,TRAIN
11776,16926,27_1_0_20170116171624008.jpg.chip.jpg,6,TRAIN
2460,3530,40_0_1_20170117135640172.jpg.chip.jpg,19,TRAIN
6386,9145,25_0_1_20170116001032282.jpg.chip.jpg,4,TRAIN
1493,2149,40_0_4_20170117203834424.jpg.chip.jpg,19,TRAIN
10437,14987,28_1_1_20170113150922335.jpg.chip.jpg,7,TRAIN
6287,9008,26_0_1_20170113152835192.jpg.chip.jpg,5,TRAIN
9116,13081,23_1_2_20170116173101069.jpg.chip.jpg,2,TRAIN
6205,8910,29_1_0_20170104235458939.jpg.chip.jpg,8,TRAIN
2181,3142,32_1_2_20170116164214489.jpg.chip.jpg,11,TRAIN
9185,13170,45_0_3_20170119165720733.jpg.chip.jpg,24,TRAIN
4991,7162,36_0_0_20170117135559253.jpg.chip.jpg,15,TRAIN
9235,13253,26_0_1_20170117020645902.jpg.chip.jpg,5,TRAIN
9970,14317,26_1_3_20170109133014151.jpg.chip.jpg,5,TRAIN
12673,18223,26_1_0_20170117174638343.jpg.chip.jpg,5,TRAIN
4442,6358,32_1_1_20170117134806214.jpg.chip.jpg,11,TRAIN
12044,17312,48_0_2_20170117160518496.jpg.chip.jpg,27,TRAIN
409,581,27_1_0_20170119154437418.jpg.chip.jpg,6,TRAIN
344,481,25_1_1_20170112191300605.jpg.chip.jpg,4,TRAIN
4251,6094,28_0_3_20170116024927038.jpg.chip.jpg,7,TRAIN
4707,6735,30_0_4_20170117202819247.jpg.chip.jpg,9,TRAIN
614,907,45_0_4_20170117201123717.jpg.chip.jpg,24,TRAIN
2252,3238,42_0_1_20170117171628313.jpg.chip.jpg,21,TRAIN
12233,17591,42_1_0_20170111182452884.jpg.chip.jpg,21,TRAIN
8209,11780,26_1_1_20170116164843976.jpg.chip.jpg,5,TRAIN
7343,10528,35_1_0_20170117135330351.jpg.chip.jpg,14,TRAIN
2348,3377,39_0_0_20170105165203483.jpg.chip.jpg,18,TRAIN
8039,11535,28_1_3_20170104223216158.jpg.chip.jpg,7,TRAIN
11094,15935,50_0_3_20170119204134671.jpg.chip.jpg,29,TRAIN
1684,2422,24_1_2_20170116171034407.jpg.chip.jpg,3,TRAIN
1058,1532,21_0_0_20170110232137372.jpg.chip.jpg,0,TRAIN
13115,18850,36_0_0_20170109010229413.jpg.chip.jpg,15,TRAIN
5334,7638,36_1_1_20170117184339851.jpg.chip.jpg,15,TRAIN
8852,12710,55_0_1_20170113195601362.jpg.chip.jpg,34,TRAIN
6057,8686,39_0_3_20170119203958183.jpg.chip.jpg,18,TRAIN
8238,11817,40_1_0_20170117201542095.jpg.chip.jpg,19,TRAIN
7117,10211,47_1_0_20170109220523042.jpg.chip.jpg,26,TRAIN
7223,10359,52_0_3_20170119200259595.jpg.chip.jpg,31,TRAIN
12451,17899,48_1_0_20170119201528627.jpg.chip.jpg,27,TRAIN
3680,5244,22_1_3_20170119163028157.jpg.chip.jpg,1,TRAIN
12211,17561,60_1_0_20170110152948921.jpg.chip.jpg,39,TRAIN
6935,9949,52_0_0_20170111171747390.jpg.chip.jpg,31,TRAIN
948,1370,26_1_1_20170116231530890.jpg.chip.jpg,5,TRAIN
6705,9595,42_0_0_20170113183421343.jpg.chip.jpg,21,TRAIN
7400,10613,35_1_0_20170117175131343.jpg.chip.jpg,14,TRAIN
5135,7344,24_1_4_20170103233659572.jpg.chip.jpg,3,TRAIN
2265,3258,28_1_2_20170116163407435.jpg.chip.jpg,7,TRAIN
10870,15608,24_1_2_20170116163052645.jpg.chip.jpg,3,TRAIN
8342,11959,26_1_1_20170113182747229.jpg.chip.jpg,5,TRAIN
971,1401,27_0_0_20170103182440137.jpg.chip.jpg,6,TRAIN
3666,5224,35_0_2_20170116173616956.jpg.chip.jpg,14,TRAIN
11112,15964,26_1_0_20170116173105204.jpg.chip.jpg,5,TRAIN
7313,10488,29_0_1_20170117183551382.jpg.chip.jpg,8,TRAIN
11108,15955,30_0_1_20170113012632385.jpg.chip.jpg,9,TRAIN
3203,4560,50_0_0_20170104211514100.jpg.chip.jpg,29,TRAIN
8348,11969,31_0_1_20170113142352298.jpg.chip.jpg,10,TRAIN
4585,6548,58_0_3_20170119211703657.jpg.chip.jpg,37,TRAIN
12858,18493,35_1_0_20170117183059886.jpg.chip.jpg,14,TRAIN
12908,18564,56_0_0_20170104212551397.jpg.chip.jpg,35,TRAIN
5417,7761,42_0_0_20170109012239137.jpg.chip.jpg,21,TRAIN
12557,18049,25_0_1_20170113184508496.jpg.chip.jpg,4,TRAIN
1554,2234,27_0_1_20170117172206988.jpg.chip.jpg,6,TRAIN
2439,3495,23_1_3_20170104220147782.jpg.chip.jpg,2,TRAIN
10331,14839,26_0_2_20170116175439275.jpg.chip.jpg,5,TRAIN
11605,16679,54_1_0_20170103183727146.jpg.chip.jpg,33,TRAIN
8385,12028,22_1_3_20170104232454786.jpg.chip.jpg,1,TRAIN
7254,10398,27_1_1_20170112234549479.jpg.chip.jpg,6,TRAIN
8829,12672,58_0_2_20170112222056864.jpg.chip.jpg,37,TRAIN
12674,18225,49_0_2_20170104021434588.jpg.chip.jpg,28,TRAIN
4419,6325,36_0_3_20170119194703786.jpg.chip.jpg,15,TRAIN
11568,16624,35_0_0_20170117134940507.jpg.chip.jpg,14,TRAIN
12685,18243,36_0_1_20170117163535860.jpg.chip.jpg,15,TRAIN
4709,6737,22_0_1_20170113155002433.jpg.chip.jpg,1,TRAIN
11569,16627,26_0_0_20170117172630031.jpg.chip.jpg,5,TRAIN
6863,9843,56_0_0_20170111202352043.jpg.chip.jpg,35,TRAIN
9107,13070,36_1_3_20170119202143325.jpg.chip.jpg,15,TRAIN
223,310,26_1_0_20170116165702615.jpg.chip.jpg,5,TRAIN
11707,16833,24_1_2_20170116164813386.jpg.chip.jpg,3,TRAIN
9972,14319,24_0_2_20170104234829387.jpg.chip.jpg,3,TRAIN
564,817,51_0_1_20170117173507025.jpg.chip.jpg,30,TRAIN
10538,15139,36_0_0_20170105170234235.jpg.chip.jpg,15,TRAIN
7310,10485,32_1_0_20170112204801955.jpg.chip.jpg,11,TRAIN
9242,13260,32_0_1_20170116204750750.jpg.chip.jpg,11,TRAIN
2851,4069,35_1_0_20170117135354644.jpg.chip.jpg,14,TRAIN
3857,5522,30_1_1_20170112193112574.jpg.chip.jpg,9,TRAIN
7501,10766,29_1_0_20170112235530689.jpg.chip.jpg,8,TRAIN
1732,2486,55_1_0_20170117200221382.jpg.chip.jpg,34,TRAIN
1679,2417,30_1_0_20170117135748734.jpg.chip.jpg,9,TRAIN
5166,7384,55_0_0_20170117155215077.jpg.chip.jpg,34,TRAIN
3642,5192,31_1_2_20170104020444076.jpg.chip.jpg,10,TRAIN
4346,6229,26_0_1_20170113174249954.jpg.chip.jpg,5,TRAIN
3096,4405,23_0_1_20170117164527169.jpg.chip.jpg,2,TRAIN
1496,2152,56_1_1_20170110153339650.jpg.chip.jpg,35,TRAIN
4617,6589,36_0_1_20170117154338564.jpg.chip.jpg,15,TRAIN
8876,12743,35_1_0_20170117022414604.jpg.chip.jpg,14,TRAIN
5595,8014,47_1_0_20170117160427895.jpg.chip.jpg,26,TRAIN
11376,16350,60_0_3_20170119205938048.jpg.chip.jpg,39,TRAIN
5805,8324,26_1_3_20170119193115082.jpg.chip.jpg,5,TRAIN
218,305,32_0_3_20170104201821698.jpg.chip.jpg,11,TRAIN
4380,6274,45_0_3_20170119200658085.jpg.chip.jpg,24,TRAIN
9702,13932,26_0_0_20170105164133579.jpg.chip.jpg,5,TRAIN
9870,14172,24_1_2_20170116175450531.jpg.chip.jpg,3,TRAIN
10014,14378,59_0_0_20170104212234005.jpg.chip.jpg,38,TRAIN
9346,13410,35_0_0_20170117130116812.jpg.chip.jpg,14,TRAIN
8214,11786,43_1_1_20170116233041044.jpg.chip.jpg,22,TRAIN
1381,1993,50_0_0_20170109011120677.jpg.chip.jpg,29,TRAIN
2550,3648,42_0_0_20170117171657481.jpg.chip.jpg,21,TRAIN
9805,14086,26_1_3_20170119150012157.jpg.chip.jpg,5,TRAIN
9902,14223,22_1_3_20170104232533912.jpg.chip.jpg,1,TRAIN
6006,8622,45_1_1_20170112215205776.jpg.chip.jpg,24,TRAIN
8438,12107,32_0_1_20170117140748207.jpg.chip.jpg,11,TRAIN
9534,13681,28_0_4_20170109140345949.jpg.chip.jpg,7,TRAIN
3792,5414,24_0_4_20170113151020448.jpg.chip.jpg,3,TRAIN
5211,7442,60_1_0_20170110141545888.jpg.chip.jpg,39,TRAIN
8633,12373,29_0_1_20170117202706981.jpg.chip.jpg,8,TRAIN
11760,16904,29_1_0_20170117184636364.jpg.chip.jpg,8,TRAIN
6119,8784,59_0_0_20170111205324096.jpg.chip.jpg,38,TRAIN
8331,11944,31_0_2_20170116191327593.jpg.chip.jpg,10,TRAIN
6625,9484,26_0_1_20170120134608943.jpg.chip.jpg,5,TRAIN
9676,13897,32_1_1_20170116001955132.jpg.chip.jpg,11,TRAIN
9160,13138,28_0_0_20170117134016877.jpg.chip.jpg,7,TRAIN
10383,14918,30_1_4_20170109135421119.jpg.chip.jpg,9,TRAIN
13032,18732,21_1_1_20170114032203540.jpg.chip.jpg,0,TRAIN
12427,17865,26_0_1_20170116182311719.jpg.chip.jpg,5,TRAIN
3535,5036,21_0_3_20170119153827185.jpg.chip.jpg,0,TRAIN
382,541,26_1_4_20170117201454965.jpg.chip.jpg,5,TRAIN
11695,16818,25_1_3_20170109132634146.jpg.chip.jpg,4,TRAIN
7577,10866,35_0_3_20170119201352227.jpg.chip.jpg,14,TRAIN
10688,15342,38_0_2_20170109013216517.jpg.chip.jpg,17,TRAIN
5402,7739,60_1_0_20170110140806978.jpg.chip.jpg,39,TRAIN
5082,7282,24_0_1_20170113134109338.jpg.chip.jpg,3,TRAIN
4443,6359,26_1_3_20170104222745511.jpg.chip.jpg,5,TRAIN
3572,5090,29_1_4_20170103181529824.jpg.chip.jpg,8,TRAIN
607,897,28_0_0_20170117120705693.jpg.chip.jpg,7,TRAIN
3744,5347,26_0_4_20170103235523972.jpg.chip.jpg,5,TRAIN
1012,1464,52_0_0_20170104212221772.jpg.chip.jpg,31,TRAIN
3560,5075,29_1_0_20170103182933066.jpg.chip.jpg,8,TRAIN
7181,10304,26_1_3_20170104223033351.jpg.chip.jpg,5,TRAIN
5863,8411,54_0_0_20170120222607969.jpg.chip.jpg,33,TRAIN
10540,15141,26_1_2_20170116180307033.jpg.chip.jpg,5,TRAIN
9132,13104,26_1_2_20170116182332585.jpg.chip.jpg,5,TRAIN
6311,9045,59_0_0_20170111203739692.jpg.chip.jpg,38,TRAIN
9880,14188,55_0_3_20170119201207516.jpg.chip.jpg,34,TRAIN
3920,5617,55_1_0_20170110160643407.jpg.chip.jpg,34,TRAIN
3072,4369,28_0_0_20170120221648261.jpg.chip.jpg,7,TRAIN
6635,9501,26_1_1_20170116171823756.jpg.chip.jpg,5,TRAIN
4808,6882,26_0_3_20170119184204318.jpg.chip.jpg,5,TRAIN
3796,5422,27_1_2_20170116163729639.jpg.chip.jpg,6,TRAIN
7582,10871,28_1_0_20170116000534759.jpg.chip.jpg,7,TRAIN
3290,4687,32_1_0_20170117134826702.jpg.chip.jpg,11,TRAIN
9186,13171,21_1_2_20170116171146065.jpg.chip.jpg,0,TRAIN
978,1409,34_0_4_20170113161453036.jpg.chip.jpg,13,TRAIN
9926,14252,23_0_2_20170117144607348.jpg.chip.jpg,2,TRAIN
10130,14558,32_1_1_20170113012735154.jpg.chip.jpg,11,TRAIN
12763,18358,32_1_1_20170113011600858.jpg.chip.jpg,11,TRAIN
12240,17603,29_0_0_20170116221002399.jpg.chip.jpg,8,TRAIN
8154,11700,40_1_0_20170117171511139.jpg.chip.jpg,19,TRAIN
3144,4476,47_0_3_20170109142337247.jpg.chip.jpg,26,TRAIN
9364,13439,23_1_4_20170103223554895.jpg.chip.jpg,2,TRAIN
10727,15402,26_1_0_20170117170217033.jpg.chip.jpg,5,TRAIN
8049,11549,27_1_3_20170116173028210.jpg.chip.jpg,6,TRAIN
4012,5750,53_0_0_20170104184152541.jpg.chip.jpg,32,TRAIN
1973,2841,32_0_2_20170116163341710.jpg.chip.jpg,11,TRAIN
1716,2466,46_0_3_20170119204802431.jpg.chip.jpg,25,TRAIN
7487,10743,23_1_1_20170117013843049.jpg.chip.jpg,2,TRAIN
10105,14520,34_0_3_20170119171609737.jpg.chip.jpg,13,TRAIN
12466,17919,46_0_3_20170119175317994.jpg.chip.jpg,25,TRAIN
4230,6062,45_0_2_20170112215145176.jpg.chip.jpg,24,TRAIN
2258,3247,40_1_0_20170117092248467.jpg.chip.jpg,19,TRAIN
8949,12842,56_1_1_20170113005840156.jpg.chip.jpg,35,TRAIN
5594,8013,35_1_3_20170117183036190.jpg.chip.jpg,14,TRAIN
13077,18802,26_0_0_20170117173206140.jpg.chip.jpg,5,TRAIN
10210,14666,26_1_1_20170112210842781.jpg.chip.jpg,5,TRAIN
11233,16131,50_0_3_20170119205556344.jpg.chip.jpg,29,TRAIN
10159,14596,28_0_3_20170117180432854.jpg.chip.jpg,7,TRAIN
3624,5167,23_1_3_20170119164543837.jpg.chip.jpg,2,TRAIN
11521,16561,35_1_0_20170117170821193.jpg.chip.jpg,14,TRAIN
271,374,51_0_0_20170104210526204.jpg.chip.jpg,30,TRAIN
12873,18511,22_1_2_20170116220943302.jpg.chip.jpg,1,TRAIN
